Recipe,Ingredients,Directions
Recipe 1338,"Honey, Sesame oil, Salt, Black pepper powder, Garlic, Green chili, Cottage cheese, Tomatoes, Cucumber, Garlic, Salt, Red chili powder, Vinegar, Capsicum, Carrot, Fresh coriander, Red chili, Garlic, Salt, Black pepper powder, Tomatoes, Onion, Cucumber, Fresh coriander, Yogurt, Salt, Fresh coriander","
In bowl,add olive oil,lemon juice,honey,sesame oil,salt,black pepper powder,garlic,green chili and whisk well & set aside.
In bowl,add chicken,cottage cheese,tomato,cucumber,black olives and mix well.
Gradually add prepared salad dressing and mix well.
In frying pan,add olive oil and chicken,mix well until changes color.
Add garlic and mix well.
Add mushrooms,mix well and cook for 2 minutes.
Add salt,red chili powder and mix well.
Add sriracha sauce,vinegar and mix well.
Add capsicum,carrot,fresh coriander and mix well.
In bowl,add olive oil,lemon juice,red chili crushed,garlic,salt,black pepper powder,honey and whisk well & set aside.
In bowl,add chicken,tomato,onion,cucumber,kernel corns,fresh coriander,prepared salad dressing and mix well.
In bowl,add tahini paste,yogurt,salt and whisk well.
On each ice berg leaves,add prepared chicken filling and drizzle yogurt sauce.
Sprinkle fresh coriander and serve.

















"
Recipe 1339,"Allpurpose flour, Butter, Egg","
In grinder,add brown sugar and coarsely grind it & set aside.
In bowl,place sifter,add all-purpose flour and baking powder and sift together,mix well and set aside.
In mixer machine,add butter,caster sugar,grinded brown sugar and beat until well combined.
Add egg and beat again.
During mixing,gradually add dry ingredients and beat well.
Add chocolate chips and mix well with the help of the spatula.
Cover and rest it for 20-25 minutes in refrigerate or10 minutes in freezer.
Grease baking tray with oil,take a mixture and make a ball,place it over the baking tray and slightly press it and add chocolate chips.
Bake in preheated oven at 150 C for 20-25 minutes.









"
Recipe 1340,"Kashmiri red chilies, Water, Sugar, Egg, Salt, Black pepper powder, Vinegar, Garlic, Ginger paste, Black pepper powder, Salt, Vinegar, Onion, Capsicum, Water, Water, Green onion","
Deseed kashmiri red chilies and cut with the help of the kitchen scissor.
Add warm water and let it soak for 15 minutes.
In grinder,add soaked chilies,sugar,oil and grind well.Red chili paste is ready!
In bowl,add soy sauce,egg,corn flour,five spice powder,salt,black pepper powder,vinegar and whisk well.
Now add chicken,mix well & set aside.
In frying pan,add oil and shallow or deep fry chicken until golden brown & set aside.
In pot,add oil,garlic,ginger paste and mix well.
Add prepared red chili paste and mix well.
Add soy sauce,black pepper powder,salt,vinegar,tomato ketchup and mix well.
Add fried chicken,onion,capsicum and mix well.
In water,add corn flour and mix well.
Add dissolve corn flour in pot and mix well.
Add water,mix well and cook for 2-3 minutes until sauce thickens.
Add green onion leaves,mix well & serve with rice.














"
Recipe 1341,"Water, Basil seeds, Flax seeds, Whole wheat flour, Wheat bran, Cumin seeds, Water, Garlic, Chickpeas, Cumin seeds, Green chilies, Fresh coriander, Mint leaves","
In water,add basil seeds,mix well and soak for 15 minutes & set aside.
In mixer machine,add flax seeds,grind well & set aside.
In bowl,add whole wheat flour,wheat bran,cumin seeds,pink salt,ground flax seed and soaked basil seeds,mix well.
Gradually add water,knead until dough is formed and let it rest for 15 minutes.
Knead dough again,take a small dough,coat in dry flour and make a ball.
Sprinkle flour and roll out with the help of rolling pin.
Heat griddle,place rolled dough and cook from both sides.
In blender,add garlic,chickpeas,cumin seeds,pink salt,coconut oil,lemon juice,green chilies,fresh coriander, mint leaves and blend until well combined.








"
Recipe 1342,"Instant yeast, Sugar, Water, Allpurpose flour, Salt, Water, Onion, Ginger garlic paste, Yogurt, Turmeric powder, Red chili, Cumin powder, Red chili, Salt, Walnuts, Almonds, Pistachio, Cinnamon powder, Onion, Capsicum, Tomato, Black pepper powder, Red chili, Salt","
In small jug,add instant yeast,sugar,warm water and mix well,cover and let it rest for 15 minutes.
In all-purpose flour,add salt,oil and mix well.
Now add yeast mixture and mix well.
Gradually add warm water and knead until dough is formed,cover and let it rest for 2 hours or it can be kept overnight in refrigerator.
Grease your hands with oil and knead dough again until smooth.Dough is ready.
In frying pan,add oil and onion,fry until translucent.
Add chicken and mix well until it changes color.
Add ginger garlic paste,yogurt,garam masala powder,turmeric powder,red chili powder,cumin powder, red chili crushed and salt,mix well.
Cover and cook on for 4-5 minutes then cook on high flame until dries up & set aside.
In bowl,add brown sugar,walnuts,almonds,pistachio,cinnamon powder and mix well & set aside.
In bowl,add cheddar cheese,mozzarella cheese,onion,capsicum,tomato,black pepper powder,red chili crushed,salt and dried oregano,mix well & set aside.
Grease hands with oil and take a dough,make a ball and press & spread it.
In the center of the dough,add brown sugar filling,press and seal all edges and make a ball again.
In the center of the dough,add cooked chicken filling,press and seal all edges and make a ball again.
In the center of the dough,add cheese filling,press and seal all edges and make a ball again.
In frying pan,add oil and stuffed filled doughs & press down to form a flat round and fry from both sides.
















"
Recipe 1343,"Yogurt, Kashmiri red chili, Turmeric powder, Ginger garlic paste, Salt, Capsicum, Onion, Tomato, Cloves, Green cardamom, Cumin seeds, Onion, Tomatoes, Ginger garlic paste, Red chili powder, Turmeric powder, Coriander powder, Salt, Ginger, Water, Mint leaves, Fresh coriander","
In bowl,add yogurt,kashimiri red chili powder,turmeric powder,garam masala powder,ginger garlic paste,salt,lemon juice and mix well.
Add chicken boneless cubes,mix well and marinate for 30 minutes.
In frying pan,add oil and marinated chicken,mix well and cook until golden brown.
In the same frying pan,add capsicum,onion and tomato and sauté for a minute & set aside.
In pot,add oil,cloves,green cardamom,cumin seeds and mix well.
Add onion,mix well and fry until light golden.
Add tomatoes,ginger garlic paste,red chili powder,turmeric powder,garam masala powder,coriander powder,salt and ginger,mix well and cook on low flame until tomatoes are soft.
In grinder,add cooked tomatoes and water,grind well.
In the same pot,place sifter and add grinded mixture and sift it,bring it to boil and cook on medium  flame for 5 minutes.
Now add cooked chicken with sautéed vegetables,mix well and cook for 2-3 minutes.
Add mint leaves and fresh coriander.
Garnish with cream & serve with rice.












"
Recipe 1344,"Garlic powder, Cumin powder, Salt, Onion, Salt, Black pepper, Yogurt, Salt, Cabbage, Carrot","
Pound chicken fillets with steak/kitchen hammer.
In bowl,add paprika powder,brown sugar,mustard powder,garlic powder,cumin powder,salt and mix well.
Add chicken fillets,mix well and marinate for 30 minutes.
In grill pan/frying pan,add oil,place marinated chicken fillets and cook from both sides until done (4-5 minutes each side).
Rest it for 5 minutes and shred chicken fillets & set aside.
In the same frying pan,add onion and sauté until translucent.
Add tomato ketcup,BBQ sauce,salt,black pepper crushed,onion powder,mixed herbs,chicken stock and mix well.
Add shredded chicken,mix well and cook for 2 minutes & set aside.
In bowl,add mayonnaise,yogurt,apple cider vinegar,salt,paprika powder,honey and mix well.
Add cabbage,carrot,mix well & set aside.
On burger bun,place cheese slice,cooked chicken,coleslaw and top with bun & serve.











"
Recipe 1345,"Yogurt, Ginger garlic paste, Cumin seeds, Red chili powder, Kashmiri red chili, Coriander seeds, Salt, Yellow food color","
Add marks/cuts on chicken tikka pieces.
In bowl,add yogurt,ginger garlic paste,cumin seeds,red chili powder,chaat masala,kashmiri red chili powder,garam masala powder,coriander seeds,salt,yellow food color,lemon juice,olive oil and whisk well.
Now add chicken tikka pieces,mix well and marinate for 4 hours or overnight in refrigerator.
Heat BBQ grill/pan and grill from all sides until done and basting with olive oil.
Bake in preheated oven at 180 C for 30-40 minutes.
Serve with green chutney.






"
Recipe 1346,"Potato, Spinach, Rice, Water, Salt, optional, Chicken mince, Water, Rice, Peas, Tomato, Salt, optional, Rice, Yellow lentil gram, Carrot, Water, Salt, optional, Garlic, Mutton mince, Potato, Tomato, Rice, Water, Salt, optional","
In pot,add potato,spinach,rice,water and oil,mix well and bring it to boil,cover & steam cook until desired consistency (15 minutes).
Add salt,mix well and mash well or puree with the help of the masher.
In pot,add oil,chicken mince and mix well until changes color.
Add water,rice,peas,tomato and mix well,bring it to boil,cover & steam cook until desired consistency (15 minutes).
Add salt and mash well or puree with the help of masher.
In pot,add rice,yellow lentil gram,carrot,oil and water,bring it to boil,cover & steam cook until desired consistency (15-20 minutes).
Add salt and mash well with the help of masher.
Cover and cook for 2 more minutes then mash well or puree.
In pot,add oil,garlic and mutton mince,mix well until changes color.
Add potatao,tomato,rice,water and mix well,bring it to boil,cover & steam cook until desired consistency (20-25 minutes).
Add salt and mash well or puree with the help of masher.











"
Recipe 1347,"Fennel seeds, Cloves, Green cardamom, Black peppercorns, Bay leaf, Long pepper, Star arise, Black cardamom, Black cumin seeds, Nutmeg, Mace, Red chili powder, Coriander powder, Dried ginger power, Turmeric powder, Kashmiri red chili, Salt, Ginger garlic paste, Water, Wheat flour, Water, Kashmiri red chili, Chili oil, Ginger, Fresh coriander","
In spice mixer,add fennel seeds,cloves,green cardamom,black peppercorns,bay leaf,long pepper,star anise,black cardamom,black cumin seeds,nutmeg and mace,grind well and take out in a bowl.
Add red chili powder,corinader powder,dried ginger powder,turmeric powder,kashmiri red chili powder,salt and mix well.Nihari masala is ready.
In pot,add ghee and let it melt,add chicken and mix well until changes color.
Add ginger garlic paste and mix well.
Add prepared nihari masala and mix well.
Add water,mix well and bring it to boil,cover & cook on low flame for 35-40 minutes.
Dissolve wheat flour in water and mix well.
Gradually add dissolve flour in nihari and mix well continuously.
Cover and cook on low flame 6-8 minutes.
In small frying pan,add ghee and let it melt,add kashmiri red chili powder and mix well for 2 minutes.
On serving plate,add nihari,tarri (chili oil),ginger,fresh coriander,lemon juice & serve.











"
Recipe 1348,"Onion, Mint leaves, Fresh coriander, Green chilies, Black chickpeas, Cumin powder, Red chili powder, Salt, Coriander powder, Dried mango powder, Gram flour, Water","
In chopper,add onion,mint leaves,fresh coriander,green chilies and chop well.
Add black chickpeas,cumin powder,red chili powder,salt,coriander powder,dried mango powder,garam masala powder,gram flour and chop until well combined.
Add water and chop again.
Take a mixture and make kebabs of equal sizes.
Grease frying pan with olive oil and fry kebabs from both sides.
Can be stored up to 2-3 weeks in freezer.






"
Recipe 1349,"Green chilies, Salt, Mint leaves, Fresh coriander, Chickpeas, Carrot, Radish, Red chili, Salt, Cumin seeds, Garlic, Vinegar, Chickpeas, Carrot, Cucumber, Onion, Tomato, Fresh coriander, Mint leaves","
In blender,add green chilies,salt,olive oil,lemon juice,apple cider vinegar,parsley,mint leaves,fresh coriander and blend until pureed & set aside.
In bowl,add chickpeas,carrot,radish,toasted bran bread cubes and drizzle green sauce dressing,mix well & serve.
In bowl,add red chili crushed,salt,cumin seeds,garlic,mustard paste,lemon juice,vinegar,olive oil and mix well & set aside.
In bowl,add chickpeas,carrot,cucumber,onion,tomato,yellow bell pepper,fresh coriander,mint leaves and drizzle lemon & garlic dressing,mix well & serve.





"
